Name,id,brewery_id,cat_id,style_id,Alcohol By Volume,International Bitterness Units,Standard Reference Method,Universal Product Code,filepath,Description,add_user,last_mod,Style,Category,Brewer,Address,City,State,Country,Coordinates,Website,lat,long,IBU,ABV,beer_id,beer_name,name_abv,name_ibu
Obliteration II,5636,858,3,32,8.3000001907,0,0,0,"","With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.


Obliteration II is yet another dynamic Double IPA. Its aroma is intense with fragrant notes of citrus, spice, pine and alcohol. A sturdy malt platform provides the perfect stage for showcasing these high alpha-acid hops, creating flavors and textures that entice then intrigue. Obliteration II finishes with poignant bitterness.",0,2010-07-22T16:00:00-04:00,Imperial or Double India Pale Ale,North American Ale,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,United States,"61.1473,-149.844",http://www.midnightsunbrewing.com/,61.1473,-149.844,0,8.3,"Name: Obliteration II, Brewery: Midnight Sun Brewing Co., ABV: 8.3, IBU: 0",Name: Obliteration II,ABV: 8.3,IBU: 0
Duck-Rabbit Schwarzbier,5654,469,7,86,5.8000001907,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Schwarzbier,German Lager,Duck-Rabbit Craft Brewery,4519 W. Pine Street,Farmville,North Carolina,United States,"35.6003,-77.5971",http://www.duckrabbitbrewery.com/,35.6003,-77.5971,0,5.8,"Name: Duck-Rabbit Schwarzbier, Brewery: Duck-Rabbit Craft Brewery, ABV: 5.8, IBU: 0",Name: Duck-Rabbit Schwarzbier,ABV: 5.8,IBU: 0
RUMBAH Double Rum Bock,5759,858,7,92,10,0,0,0,"","Beer Description:

This double bock provides smooth sailin' in rough seas. The fact that this luscious lager was aged in rum barrels creates the illusion that the open sea is a safe place. And while riding out these waves of grain, you may fall victim to the dangers of pirates, rum, bock. OK...maybe the beach is a bit over-rated.",0,2010-07-22T16:00:00-04:00,German-Style Doppelbock,German Lager,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,United States,"61.1473,-149.844",http://www.midnightsunbrewing.com/,61.1473,-149.844,0,10,"Name: RUMBAH Double Rum Bock, Brewery: Midnight Sun Brewing Co., ABV: 10, IBU: 0",Name: RUMBAH Double Rum Bock,ABV: 10,IBU: 0
Amber Waves of Grain,4530,920,3,33,0,0,0,0,"","An amber-colored beer, lightly hopped, with a nice malty finish; go ahead, salute your brew.",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,North Country Brewery,141 South Main Street,Slippery Rock,Pennsylvania,United States,"41.0638,-80.0556",http://www.northcountrybrewing.com,41.0638,-80.0556,0,0,"Name: Amber Waves of Grain, Brewery: North Country Brewery, ABV: 0, IBU: 0",Name: Amber Waves of Grain,ABV: 0,IBU: 0
Saranac Rachbier,4621,512,-1,-1,5.5999999046,0,0,0,"",This malty German style lager is brewed with Bamberg smoked malt using only the best German hops and traditional lager yeast. Look for a smooth malty flavor with a hint of smoke in the finish.,0,2010-07-22T16:00:00-04:00,"",Hybrid,F.X. Matt Brewing,811 Edward Street,Utica,New York,United States,"43.1045,-75.2452",http://www.saranac.com,43.1045,-75.2452,0,5.6,"Name: Saranac Rachbier, Brewery: F.X. Matt Brewing, ABV: 5.6, IBU: 0",Name: Saranac Rachbier,ABV: 5.6,IBU: 0
Mortal Sin,4695,1244,3,31,6.6599998474,0,0,0,"",This I.P.A. is so rich and delicious that you'll need to confess after drinking one! Generously dry-hopped for your olefactory pleasure.,0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,The Alchemist,23 South Main Street,Waterbury,Vermont,United States,"44.3372,-72.756",http://www.alchemistbeer.com/,44.3372,-72.756,0,6.66,"Name: Mortal Sin, Brewery: The Alchemist, ABV: 6.66, IBU: 0",Name: Mortal Sin,ABV: 6.66,IBU: 0
Brocken Top Bock,4712,441,7,90,6,0,0,0,"","Broken Top Bock is a malt forward, high gravity lager with a subtle aroma and warming sweetness.  Czech Saaz hops balance a diverse malt composition that creates the flavor, color and mouth feel.  The lager yeast chosen for this beer plays an important role in the flavor contribution, adding sweet fruit overtones.  This bock boasts a clever 7% alcohol by volume so donâ€™t let it â€œkickâ€ you off of your stool.",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Deschutes Brewery,901 SW Simpson Avenue,Bend,Oregon,United States,"44.0474,-121.323",http://www.deschutesbrewery.com/,44.0474,-121.323,0,6,"Name: Brocken Top Bock, Brewery: Deschutes Brewery, ABV: 6, IBU: 0",Name: Brocken Top Bock,ABV: 6,IBU: 0
The Captains Porter,4763,882,2,25,6,0,0,0,"","Our porter is a full bodied, semi-sweet dark ale, with distinct notes of caramel and chocolate. A touch of English grown Fuggles gives balance to the complex malty sweetness. Brewed in the loving memory of our Brew master's grandfather, the Captain.",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Moon River Brewing Company,21 W. Bay St.,Savannah,Georgia,United States,"32.081,-81.0915",http://www.moonriverbrewing.com/,32.081,-81.0915,0,6,"Name: The Captains Porter, Brewery: Moon River Brewing Company, ABV: 6, IBU: 0",Name: The Captains Porter,ABV: 6,IBU: 0
West Coast IPA,4782,609,3,31,7,0,0,0,"","This West Coast-Style India Pale Ale is extravagantly hopped, full flavored, medium bodied and copper colored. A menagerie of hops is combined throughout the brewing process to impart specific characteristics. Hops used include Simcoe for a unique fruitiness and grapefruit zest, Columbus for strong hop pungency, Centennial for pine and citrus notes, and Cascade for floral aroma.",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Green Flash Brewing,1430 Vantage Court #104A,Vista,California,United States,"33.136,-117.225",http://www.greenflashbrew.com,33.136,-117.225,0,7,"Name: West Coast IPA, Brewery: Green Flash Brewing, ABV: 7, IBU: 0",Name: West Coast IPA,ABV: 7,IBU: 0
Mercury - Belgian Style Small Beer,4832,858,5,72,6.5,0,0,0,"","Messenger of the gods, Mercury symbolizes commerce, travel, thievery, wit and wealth. MERCURY cleverly stole its essence from mistress lover VENUS. Second runnings of the voluptuous quadrupel created this small yet fascinating beer. Indian coriander acknowledges the traveler; a distinct Belgian yeast contributes wit & charm.",0,2010-07-22T16:00:00-04:00,Other Belgian-Style Ales,Belgian and French Ale,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,United States,"61.1473,-149.844",http://www.midnightsunbrewing.com/,61.1473,-149.844,0,6.5,"Name: Mercury - Belgian Style Small Beer, Brewery: Midnight Sun Brewing Co., ABV: 6.5, IBU: 0",Name: Mercury - Belgian Style Small Beer,ABV: 6.5,IBU: 0
Greed,4837,858,5,64,5,0,0,0,"","With a summer release in mind, GREED Belgian-style Single was created miserlyâ€”relatively speakingâ€”with one type of malt and two varieties of hops. At 5% ABV and 30 IBUs, Greed is the lightest in our series of 2007 Deadly Sin Beers. However, the Belgian yeast used in fermentation and conditioning contributes an earthy, somewhat spicy flavor and a crisp finish. We invite you to be greedy before itâ€™s gone. 


GREED...Less [for you] is More [for me].",0,2010-07-22T16:00:00-04:00,Belgian-Style Pale Ale,Belgian and French Ale,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,United States,"61.1473,-149.844",http://www.midnightsunbrewing.com/,61.1473,-149.844,0,5,"Name: Greed, Brewery: Midnight Sun Brewing Co., ABV: 5, IBU: 0",Name: Greed,ABV: 5,IBU: 0
Chautauqua Brew,4880,1173,3,33,4.9000000954,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Southern Tier Brewing Co,2051A Stoneman Circle,Lakewood,New York,United States,"42.1008,-79.3357",http://www.southerntierbrewing.com/,42.1008,-79.3357,0,4.9,"Name: Chautauqua Brew, Brewery: Southern Tier Brewing Co, ABV: 4.9, IBU: 0",Name: Chautauqua Brew,ABV: 4.9,IBU: 0
11,4042,1307,3,26,11,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Unibroue,80 Des Carrires,Chambly,Quebec,Canada,"45.4416,-73.2595",http://www.unibroue.com,45.4416,-73.2595,0,11,"Name: 11, Brewery: Unibroue, ABV: 11, IBU: 0",Name: 11,ABV: 11,IBU: 0
Grasshopper,4315,121,11,116,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,Big Rock Brewery,5555 76th Avenue SE,Calgary,Alberta,Canada,"50.9847,-113.956","",50.9847,-113.956,0,0,"Name: Grasshopper, Brewery: Big Rock Brewery, ABV: 0, IBU: 0",Name: Grasshopper,ABV: 0,IBU: 0
Smithwick's,4331,1187,2,22,4.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Irish-Style Red Ale,Irish Ale,St. Francis Abbey Brewery,"",Kilkenny,"",Ireland,"52.6538,-7.248",http://www.diageo.ie/Company/Brewing/KilKenny/CompanyBrewingKilkenny,52.6538,-7.248,0,4.5,"Name: Smithwick's, Brewery: St. Francis Abbey Brewery, ABV: 4.5, IBU: 0",Name: Smithwick's,ABV: 4.5,IBU: 0
Hopmouth Double IPA,4538,47,3,32,8,0,0,0,"","The first in our Brew Crew Big Beer Series, Hopmouth Double IPA is a hop loverâ€™s delight!  Deep amber hue with a generous white head, Hopmouth showcases a rich, toasty flavor and a sweet caramel notes as a result of the high-quality Maris Otter Malt, imported from the UK.  The hops are right up front in the aroma, reminiscent of citrus and pine, while the resin-like flavors linger well after the last sip.


This is a BIG beer.  True to our original vision, we have achieved a level of balance and drinkability rarely found in this style.  Delicious on its own, Hopmouth is also a brilliant pair with many boldly-flavored foods, including many cheeses and desserts.",0,2010-07-22T16:00:00-04:00,Imperial or Double India Pale Ale,North American Ale,Arcadia Brewing,103 West Michigan Avenue,Battle Creek,Michigan,United States,"42.322,-85.1851",http://www.arcadiaales.com/,42.322,-85.1851,0,8,"Name: Hopmouth Double IPA, Brewery: Arcadia Brewing, ABV: 8, IBU: 0",Name: Hopmouth Double IPA,ABV: 8,IBU: 0
Ebelweiss,2227,1298,4,50,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Two Brothers Brewing,30 Butterfield Road,Warrenville,Illinois,United States,"41.8206,-88.2068",http://www.twobrosbrew.com/,41.8206,-88.2068,0,0,"Name: Ebelweiss, Brewery: Two Brothers Brewing, ABV: 0, IBU: 0",Name: Ebelweiss,ABV: 0,IBU: 0
Russian Imperial Stout,2420,949,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Oregon Trader Brewing,"",Albany,Oregon,United States,"44.6365,-123.106","",44.6365,-123.106,0,0,"Name: Russian Imperial Stout, Brewery: Oregon Trader Brewing, ABV: 0, IBU: 0",Name: Russian Imperial Stout,ABV: 0,IBU: 0
Splitfinger Stout,2611,782,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Leinenkugel's Ballyard Brewery,"",Phoenix,Arizona,United States,"33.4484,-112.074","",33.4484,-112.074,0,0,"Name: Splitfinger Stout, Brewery: Leinenkugel's Ballyard Brewery, ABV: 0, IBU: 0",Name: Splitfinger Stout,ABV: 0,IBU: 0
Original Lager,2716,88,-1,-1,5.0999999046,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Bayerische Staatsbrauerei Weihenstephan,Alte Akademie 2,Freising,Bayern,Germany,"48.3952,11.7288","",48.3952,11.7288,0,5.1,"Name: Original Lager, Brewery: Bayerische Staatsbrauerei Weihenstephan, ABV: 5.1, IBU: 0",Name: Original Lager,ABV: 5.1,IBU: 0
English Brown Ale,2850,1339,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Water Street Brewery,1101 North Water Street,Milwaukee,Wisconsin,United States,"43.0448,-87.9114","",43.0448,-87.9114,0,0,"Name: English Brown Ale, Brewery: Water Street Brewery, ABV: 0, IBU: 0",Name: English Brown Ale,ABV: 0,IBU: 0
Castelain Blond Biere de Garde,2935,165,-1,-1,5.5999999046,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brasserie Bnifontaine,"13, rue Pasteur",Bnifontaine,"",France,"50.4852,2.8306","",50.4852,2.8306,0,5.6,"Name: Castelain Blond Biere de Garde, Brewery: Brasserie Bnifontaine, ABV: 5.6, IBU: 0",Name: Castelain Blond Biere de Garde,ABV: 5.6,IBU: 0
Hoppy Face Amber Ale,3483,674,3,31,5.5,0,0,0,"","Is an award-winning, traditional, all-natural style of beer that falls under the category of a """"""""West Coast"""""""" India Pale Ale (IPA). Characterized by its high hop content, high alcohol content and deep amber color, Hoppy Faceâ„¢ is brewed using water with a high mineral content. Using only the finest 2-row malted barley and great northwestern grown hops, this combination results in a clean, crisp, well-balanced beer. As usual, no artificial preservatives have been added to our beer during and/or after the brewing process...

It will put a smile on your face!!!",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Hoppy Brewing Company,6300 Folsom Boulevard,Sacramento,California,United States,"38.5551,-121.43",http://www.hoppy.com,38.5551,-121.43,0,5.5,"Name: Hoppy Face Amber Ale, Brewery: Hoppy Brewing Company, ABV: 5.5, IBU: 0",Name: Hoppy Face Amber Ale,ABV: 5.5,IBU: 0
Porter,3515,1029,2,25,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California,United States,"37.8806,-122.3","",37.8806,-122.3,0,0,"Name: Porter, Brewery: Pyramid Alehouse, Brewery and Restaurant - Berkeley, ABV: 0, IBU: 0",Name: Porter,ABV: 0,IBU: 0
Dry Pear Hard Cider,3556,1377,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Wyder's Cider,255999 Eighth Street SW,Calgary,Alberta,Canada,"51.034,-114.083","",51.034,-114.083,0,0,"Name: Dry Pear Hard Cider, Brewery: Wyder's Cider, ABV: 0, IBU: 0",Name: Dry Pear Hard Cider,ABV: 0,IBU: 0
Pale Bock,3657,324,7,90,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Butterfield Brewing #1,"",Fresno,California,United States,"36.7477,-119.772","",36.7477,-119.772,0,0,"Name: Pale Bock, Brewery: Butterfield Brewing #1, ABV: 0, IBU: 0",Name: Pale Bock,ABV: 0,IBU: 0
Obliteration VI,2985,858,3,32,8.5,0,0,0,"","With passion & purpose, we present this series of experimental hop-driven beers. Using different hop varieties & brewing techniques, we aim to educate the palate & challenge the hophead in you.


Obliteration VI is a Double IPA brewed with Summit, Summit and Summit; 95 IBUâ€™s",0,2010-07-22T16:00:00-04:00,Imperial or Double India Pale Ale,North American Ale,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,United States,"61.1473,-149.844",http://www.midnightsunbrewing.com/,61.1473,-149.844,0,8.5,"Name: Obliteration VI, Brewery: Midnight Sun Brewing Co., ABV: 8.5, IBU: 0",Name: Obliteration VI,ABV: 8.5,IBU: 0
Ribleymeister Light,3037,355,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Cedar Brewing,"",Cedar Rapids,Iowa,United States,"41.9625,-91.6918","",41.9625,-91.6918,0,0,"Name: Ribleymeister Light, Brewery: Cedar Brewing, ABV: 0, IBU: 0",Name: Ribleymeister Light,ABV: 0,IBU: 0
Off The Rail Pale Ale,3044,142,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Blue Cat Brew Pub,113 18th Street,Rock Island,Illinois,United States,"41.5118,-90.5746","",41.5118,-90.5746,0,0,"Name: Off The Rail Pale Ale, Brewery: Blue Cat Brew Pub, ABV: 0, IBU: 0",Name: Off The Rail Pale Ale,ABV: 0,IBU: 0
Bajuvator Doppelbock,1376,1290,7,90,7.1999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Tucher Bru,Schillerstrae 14,Nrnberg,Bayern,Germany,"49.4643,11.0847","",49.4643,11.0847,0,7.2,"Name: Bajuvator Doppelbock, Brewery: Tucher Bru, ABV: 7.2, IBU: 0",Name: Bajuvator Doppelbock,ABV: 7.2,IBU: 0
Bruin Tradition / Brune Tradition,1399,194,-1,-1,8.1999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brasserie La Binchoise,Rue Faubourg St Paul 38,Binche,Hainaut,Belgium,"50.408,4.1659","",50.408,4.1659,0,8.2,"Name: Bruin Tradition / Brune Tradition, Brewery: Brasserie La Binchoise, ABV: 8.2, IBU: 0",Name: Bruin Tradition / Brune Tradition,ABV: 8.2,IBU: 0
Oktoberfest,1412,769,7,84,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Oktoberfest,German Lager,Lakefront Brewery,1872 North Commerce Street,Milwaukee,Wisconsin,United States,"43.0547,-87.9053",http://www.lakefrontbrewery.com/index.html,43.0547,-87.9053,0,0,"Name: Oktoberfest, Brewery: Lakefront Brewery, ABV: 0, IBU: 0",Name: Oktoberfest,ABV: 0,IBU: 0
American Pale Ale,1464,90,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,"BBC Brewing Co., LLC",636 East Main Street,Louisville,Kentucky,United States,"38.2546,-85.7401",http://www.bluegrassbrew.com,38.2546,-85.7401,0,0,"Name: American Pale Ale, Brewery: BBC Brewing Co., LLC, ABV: 0, IBU: 0",Name: American Pale Ale,ABV: 0,IBU: 0
Gold-Pils,1679,208,-1,-1,5.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brauerei Fssla,Obere Knigsstrae 19-21,Bamberg,Bayern,Germany,"49.8942,10.8855","",49.8942,10.8855,0,5.5,"Name: Gold-Pils, Brewery: Brauerei Fssla, ABV: 5.5, IBU: 0",Name: Gold-Pils,ABV: 5.5,IBU: 0
Yo Ho Ho Christmas Ale 2001,1790,829,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Maritime Pacific Brewing,1514 NW Leary Way,Seattle,Washington,United States,"47.6637,-122.377","",47.6637,-122.377,0,0,"Name: Yo Ho Ho Christmas Ale 2001, Brewery: Maritime Pacific Brewing, ABV: 0, IBU: 0",Name: Yo Ho Ho Christmas Ale 2001,ABV: 0,IBU: 0
Crop Circle Wheat,1821,603,4,50,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Great Dane Pub and Brewing #2,2980 Cahill Main,Fitchburg,Wisconsin,United States,"43.0177,-89.4232","",43.0177,-89.4232,0,0,"Name: Crop Circle Wheat, Brewery: Great Dane Pub and Brewing #2, ABV: 0, IBU: 0",Name: Crop Circle Wheat,ABV: 0,IBU: 0
Trappist Westvleteren Blonde,4681,263,5,72,5.8000001907,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Other Belgian-Style Ales,Belgian and French Ale,Brouwerij Abdij Saint Sixtus,Donkerstraat 12,Westvleteren,West-Vlaanderen,Belgium,"50.8961,2.7222","",50.8961,2.7222,0,5.8,"Name: Trappist Westvleteren Blonde, Brewery: Brouwerij Abdij Saint Sixtus, ABV: 5.8, IBU: 0",Name: Trappist Westvleteren Blonde,ABV: 5.8,IBU: 0
Tongerlo Tripple,4717,1273,5,61,8,0,0,0,"",Blond beer with a fruity and hoppy aroma and a balanced flavour with a slightly bitter aftertaste.,0,2010-07-22T16:00:00-04:00,Belgian-Style Tripel,Belgian and French Ale,Tongerlo,"",Westerlo,Antwerp,Belgium,"51.0873,4.9178",http://www.tongerlo.be,51.0873,4.9178,0,8,"Name: Tongerlo Tripple, Brewery: Tongerlo, ABV: 8, IBU: 0",Name: Tongerlo Tripple,ABV: 8,IBU: 0
Starboard Stout,2084,47,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Arcadia Brewing,103 West Michigan Avenue,Battle Creek,Michigan,United States,"42.322,-85.1851",http://www.arcadiaales.com/,42.322,-85.1851,0,0,"Name: Starboard Stout, Brewery: Arcadia Brewing, ABV: 0, IBU: 0",Name: Starboard Stout,ABV: 0,IBU: 0
Cooper River Red,2104,1229,3,33,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,"T-Bonz Gill, Grill and Brewery",1028 Johnny Dodds Boulevard,Mount Pleasant,South Carolina,United States,"32.8091,-79.875","",32.8091,-79.875,0,0,"Name: Cooper River Red, Brewery: T-Bonz Gill, Grill and Brewery, ABV: 0, IBU: 0",Name: Cooper River Red,ABV: 0,IBU: 0
Wall Street Wheat Ale,2177,872,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Mishawaka Brewing,3703 North Main Street,Mishawaka,Indiana,United States,"41.6931,-86.1818","",41.6931,-86.1818,0,0,"Name: Wall Street Wheat Ale, Brewery: Mishawaka Brewing, ABV: 0, IBU: 0",Name: Wall Street Wheat Ale,ABV: 0,IBU: 0
Belgian Wheat,2266,247,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brewery Creek Brewing,23 Commerce Street,Mineral Point,Wisconsin,United States,"42.8606,-90.1772",http://www.brewerycreek.com/,42.8606,-90.1772,0,0,"Name: Belgian Wheat, Brewery: Brewery Creek Brewing, ABV: 0, IBU: 0",Name: Belgian Wheat,ABV: 0,IBU: 0
Bandit Brown,2312,922,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Northwoods Brewpub Grill,3560 Oakwood Mall Drive,Eau Claire,Wisconsin,United States,"44.7776,-91.4433","",44.7776,-91.4433,0,0,"Name: Bandit Brown, Brewery: Northwoods Brewpub Grill, ABV: 0, IBU: 0",Name: Bandit Brown,ABV: 0,IBU: 0
Kalamath Basin IPA,2418,852,3,31,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Mia and Pia's Pizzeria and Brewhouse,3545 Summers Lane (restaurant),Klamath Falls,Oregon,United States,"42.2249,-121.782","",42.2249,-121.782,0,0,"Name: Kalamath Basin IPA, Brewery: Mia and Pia's Pizzeria and Brewhouse, ABV: 0, IBU: 0",Name: Kalamath Basin IPA,ABV: 0,IBU: 0
